Location,Property_Type,Sqft,BHK,Age,Metro_Dist,Amenities_Score,ROI_Pct,Demand_Index,Price
Civil Lines,Builder Floor,1007,3,10,0.33,7,9.03,93,15650000.0
Shyam Nagar,Independent Villa,3278,3,2,3.05,5,4.47,65,28510000.0
Ajmer Road,Apartment/Flat,1126,1,4,0.35,6,4.92,37,7920000.0
Bapu Nagar,Residential Plot,3311,0,18,8.49,1,9.61,83,34880000.0
Civil Lines,Builder Floor,2003,1,8,4.42,5,8.62,94,27690000.0
C-Scheme,Independent Villa,2358,4,2,6.47,9,8.25,65,41710000.0
C-Scheme,Apartment/Flat,2326,3,15,6.86,4,6.92,42,36830000.0
Mansarovar,Apartment/Flat,1290,1,13,8.6,4,6.45,66,8210000.0
Vaishali Nagar,Residential Plot,2122,0,13,5.16,1,14.49,82,16110000.0
Pratap Nagar,Residential Plot,3720,0,12,1.3,3,12.96,70,17190000.0
Jagatpura,Residential Plot,1467,0,2,10.42,1,14.09,85,6980000.0
C-Scheme,Residential Plot,3461,0,17,3.66,2,13.17,55,50680000.0
Kalwar Road,Independent Villa,3189,4,9,3.42,8,8.29,35,16090000.0
Raja Park,Apartment/Flat,1786,3,6,5.64,4,8.05,74,20880000.0
Bapu Nagar,Penthouse,4268,4,8,1.02,7,7.6,63,51270000.0
Sitapura,Residential Plot,4028,0,13,7.14,3,8.69,49,13780000.0
Raja Park,Residential Plot,4150,0,1,2.22,3,11.43,60,42270000.0
Jagatpura,Apartment/Flat,1820,3,9,11.65,7,8.0,51,11530000.0
Civil Lines,Residential Plot,4231,0,2,9.0,3,8.54,65,54590000.0
Tonk Road,Builder Floor,1082,2,16,8.26,5,5.47,72,7480000.0
Kalwar Road,Independent Villa,4776,5,17,7.11,8,7.43,93,20760000.0
Vaishali Nagar,Independent Villa,3819,3,5,0.88,5,6.76,36,34840000.0
Bapu Nagar,Residential Plot,1166,0,8,4.03,3,11.1,47,13020000.0
Jagatpura,Penthouse,3267,4,9,9.05,7,8.96,59,20410000.0
Vaishali Nagar,Residential Plot,3542,0,13,1.59,1,14.2,98,29450000.0
Bapu Nagar,Independent Villa,3889,5,18,9.9,7,5.71,71,46190000.0
Kalwar Road,Penthouse,4485,5,1,1.19,7,4.32,98,19320000.0
Tonk Road,Penthouse,3133,5,13,3.58,9,7.61,78,25200000.0
Pratap Nagar,Apartment/Flat,844,2,14,5.43,3,5.71,54,4030000.0
Malviya Nagar,Builder Floor,944,1,0,7.93,7,6.66,49,10560000.0
Civil Lines,Apartment/Flat,1089,3,6,4.0,8,9.44,92,19420000.0
Jagatpura,Independent Villa,3475,3,3,9.59,9,9.42,49,20550000.0
Vaishali Nagar,Builder Floor,1190,2,11,6.38,5,5.41,48,10400000.0
Civil Lines,Independent Villa,4180,4,10,0.96,8,4.85,89,55530000.0
Civil Lines,Builder Floor,2220,2,9,3.54,4,5.35,42,30180000.0
C-Scheme,Penthouse,5483,4,10,5.46,10,8.56,37,88110000.0
Sitapura,Independent Villa,4318,3,3,11.87,6,6.36,57,16880000.0
C-Scheme,Penthouse,4628,4,1,4.29,10,4.91,40,85580000.0
Sitapura,Builder Floor,2081,2,9,6.43,3,7.44,62,7070000.0
Raja Park,Apartment/Flat,1384,2,4,4.34,3,8.32,80,16270000.0
Tonk Road,Independent Villa,4722,5,11,9.08,6,4.3,56,34870000.0
Malviya Nagar,Penthouse,4676,5,19,7.23,7,6.08,93,47070000.0
Vaishali Nagar,Independent Villa,1861,4,18,3.41,8,8.57,69,17840000.0
Jagatpura,Residential Plot,2298,0,10,10.56,3,7.54,51,11460000.0
Raja Park,Builder Floor,1711,1,1,1.3,7,6.69,76,21370000.0
Sitapura,Penthouse,4370,4,19,10.13,8,3.97,43,17200000.0
Vaishali Nagar,Builder Floor,1829,3,15,9.28,5,3.88,59,14770000.0
Sitapura,Builder Floor,1358,3,11,3.46,6,9.44,59,6770000.0
Pratap Nagar,Apartment/Flat,2394,1,4,6.98,4,9.56,92,11210000.0
Sitapura,Apartment/Flat,1823,3,1,9.73,6,5.49,50,8420000.0
Sitapura,Builder Floor,1717,2,2,2.93,5,4.52,72,7450000.0
Pratap Nagar,Residential Plot,4493,0,16,7.61,2,14.13,46,19390000.0
Shyam Nagar,Builder Floor,923,2,3,6.32,7,7.1,65,9770000.0
C-Scheme,Apartment/Flat,792,2,19,6.71,5,8.34,61,11820000.0
Ajmer Road,Residential Plot,3169,0,18,5.65,2,9.15,58,16530000.0
Mansarovar,Builder Floor,2104,3,5,1.61,7,9.07,55,16980000.0
Shyam Nagar,Apartment/Flat,517,1,2,8.11,5,3.82,63,5000000.0
Tonk Road,Residential Plot,2896,0,8,3.77,2,6.56,51,18030000.0
Sitapura,Builder Floor,1277,3,2,10.26,5,9.44,73,5580000.0
Raja Park,Residential Plot,2929,0,7,8.44,2,10.02,79,33640000.0
Sitapura,Builder Floor,1419,2,11,4.93,6,6.54,64,5610000.0
Ajmer Road,Builder Floor,2045,3,4,3.72,5,9.6,89,12520000.0
Shyam Nagar,Builder Floor,754,1,18,3.73,6,4.91,44,6360000.0
Kalwar Road,Residential Plot,2691,0,18,3.51,2,12.8,72,9020000.0
Shyam Nagar,Residential Plot,4445,0,6,3.37,2,10.07,74,34860000.0
Sitapura,Builder Floor,1091,1,9,6.85,4,6.75,43,3650000.0
Raja Park,Penthouse,3867,4,0,2.77,7,8.88,65,45900000.0
Jagatpura,Residential Plot,2403,0,14,1.19,2,13.26,44,11920000.0
C-Scheme,Apartment/Flat,1163,1,9,9.82,6,6.46,48,17530000.0
Raja Park,Independent Villa,4683,3,12,3.12,5,9.29,72,53300000.0
Ajmer Road,Builder Floor,1752,3,17,11.19,8,7.72,64,9620000.0
Jagatpura,Builder Floor,923,2,18,4.11,4,6.65,89,4490000.0
Civil Lines,Apartment/Flat,651,2,12,5.03,3,8.32,59,8640000.0
Vaishali Nagar,Residential Plot,2371,0,3,7.89,1,14.2,94,19810000.0
Raja Park,Penthouse,4764,4,13,8.8,10,6.05,43,54930000.0
Sitapura,Residential Plot,2830,0,13,2.82,1,11.97,57,9330000.0
Tonk Road,Penthouse,5181,5,4,1.87,8,6.82,70,39900000.0
Mansarovar,Apartment/Flat,2093,2,12,0.23,5,7.86,88,15570000.0
Raja Park,Apartment/Flat,1066,3,11,7.88,6,3.94,66,12810000.0
Mansarovar,Builder Floor,1751,2,8,11.35,7,4.49,84,14000000.0
Pratap Nagar,Independent Villa,3343,5,4,4.4,8,8.57,63,19850000.0
C-Scheme,Apartment/Flat,2153,2,17,8.59,5,9.18,60,31150000.0
Ajmer Road,Independent Villa,4540,5,19,11.55,7,4.36,85,26600000.0
Malviya Nagar,Residential Plot,4471,0,13,2.32,3,8.35,95,42470000.0
C-Scheme,Independent Villa,4567,3,19,10.06,8,6.27,55,64550000.0
Mansarovar,Builder Floor,841,2,19,7.59,6,3.9,59,6180000.0
C-Scheme,Builder Floor,745,2,9,3.71,6,8.74,40,12830000.0
Ajmer Road,Penthouse,3349,4,0,5.05,8,4.72,38,23210000.0
Kalwar Road,Independent Villa,4296,3,19,10.77,7,8.65,47,17340000.0
Jagatpura,Apartment/Flat,623,3,4,4.69,3,8.21,49,4680000.0
Vaishali Nagar,Penthouse,3937,4,2,2.95,7,8.2,38,33860000.0
Civil Lines,Builder Floor,1864,2,18,11.78,5,5.43,48,24770000.0
Pratap Nagar,Independent Villa,3672,3,9,8.86,9,5.14,37,19860000.0
Mansarovar,Builder Floor,1552,3,5,1.55,6,9.06,51,12680000.0
Bapu Nagar,Penthouse,3126,5,11,7.29,10,8.8,59,39110000.0
Malviya Nagar,Independent Villa,2923,3,10,0.27,8,8.85,68,30760000.0
Raja Park,Penthouse,3721,5,15,11.6,7,4.39,70,42620000.0
Pratap Nagar,Residential Plot,2021,0,10,0.62,2,8.91,44,9090000.0
Pratap Nagar,Residential Plot,2227,0,1,9.06,1,9.64,79,9820000.0
Ajmer Road,Independent Villa,2729,5,19,0.59,5,4.06,40,17680000.0
Sitapura,Penthouse,4246,4,16,9.98,10,5.49,48,15050000.0
Civil Lines,Independent Villa,2918,4,3,6.35,7,4.7,39,37170000.0
Pratap Nagar,Penthouse,4454,4,18,2.82,9,9.37,67,23610000.0
Jagatpura,Independent Villa,3875,3,3,8.43,6,8.52,84,23720000.0
Ajmer Road,Apartment/Flat,2398,1,11,10.93,7,4.27,42,13550000.0
Sitapura,Apartment/Flat,1804,1,15,6.9,8,3.64,77,6160000.0
Sitapura,Independent Villa,1638,3,4,2.17,9,7.63,61,8330000.0
Civil Lines,Independent Villa,1713,5,16,7.46,8,7.84,75,24890000.0
Jagatpura,Independent Villa,3240,3,12,8.66,6,7.78,57,16760000.0
Ajmer Road,Independent Villa,3360,4,9,7.38,7,8.85,36,19520000.0
Raja Park,Builder Floor,1138,1,1,1.45,6,7.31,99,14060000.0
Malviya Nagar,Apartment/Flat,1394,3,3,10.07,6,7.7,92,12450000.0
Tonk Road,Apartment/Flat,2386,1,16,4.86,3,8.08,79,14860000.0
Tonk Road,Penthouse,3603,5,1,4.58,9,6.7,38,28050000.0
Sitapura,Residential Plot,2390,0,0,6.75,1,9.43,59,7930000.0
Tonk Road,Residential Plot,4242,0,1,11.3,3,12.32,56,29520000.0
Bapu Nagar,Apartment/Flat,1468,3,15,2.89,8,5.89,44,20640000.0
Kalwar Road,Residential Plot,3002,0,18,5.22,3,10.25,89,9990000.0
Civil Lines,Builder Floor,1194,2,8,5.04,3,7.47,77,16840000.0
Civil Lines,Residential Plot,1019,0,2,11.35,1,10.22,53,12190000.0
Ajmer Road,Independent Villa,2159,5,6,6.58,9,5.09,95,16160000.0
Bapu Nagar,Builder Floor,2280,2,6,11.77,3,5.74,38,27140000.0
Shyam Nagar,Apartment/Flat,1591,3,14,10.61,7,8.9,98,13960000.0
Raja Park,Apartment/Flat,2102,3,5,6.02,5,9.03,82,27240000.0
Sitapura,Apartment/Flat,1375,1,7,8.47,8,7.63,77,5970000.0
Jagatpura,Apartment/Flat,1955,3,17,2.27,4,8.82,70,10910000.0
Malviya Nagar,Residential Plot,3409,0,11,7.75,3,7.99,95,31220000.0
Shyam Nagar,Apartment/Flat,1112,2,5,6.02,6,7.03,89,11500000.0
Shyam Nagar,Builder Floor,1071,3,19,7.99,8,5.98,77,9790000.0
Tonk Road,Apartment/Flat,1277,1,5,5.77,6,7.98,89,8870000.0
Kalwar Road,Residential Plot,3602,0,0,10.72,1,13.99,67,11710000.0
Pratap Nagar,Independent Villa,2308,5,0,7.59,9,8.88,68,15590000.0
Jagatpura,Residential Plot,3338,0,1,9.76,1,14.16,61,17830000.0
Civil Lines,Residential Plot,3370,0,18,0.66,1,12.82,48,41640000.0
Raja Park,Apartment/Flat,2291,1,1,10.64,7,8.26,76,26730000.0
Vaishali Nagar,Apartment/Flat,1930,2,19,10.95,3,6.35,43,14100000.0
Pratap Nagar,Builder Floor,1421,1,14,8.37,4,5.97,77,6110000.0
C-Scheme,Independent Villa,4802,5,9,5.37,7,7.87,85,70860000.0
Vaishali Nagar,Apartment/Flat,1325,1,10,1.18,6,3.86,87,11370000.0
C-Scheme,Apartment/Flat,1883,1,12,3.03,5,9.65,77,29790000.0
Raja Park,Builder Floor,1014,2,7,5.58,6,8.02,93,11820000.0
Kalwar Road,Residential Plot,1196,0,1,9.4,3,13.59,66,4430000.0
Ajmer Road,Independent Villa,2922,3,10,11.49,6,6.3,69,16540000.0
Kalwar Road,Builder Floor,702,3,6,3.96,6,9.0,97,4740000.0
Malviya Nagar,Builder Floor,1243,3,3,4.37,7,5.17,91,13640000.0
Sitapura,Penthouse,4247,5,13,9.89,10,5.28,79,17790000.0
Bapu Nagar,Apartment/Flat,1268,3,16,7.39,7,7.71,94,17300000.0
Civil Lines,Apartment/Flat,2083,1,11,7.27,6,6.85,66,22890000.0
C-Scheme,Independent Villa,2965,4,17,7.92,8,9.27,60,46150000.0
Mansarovar,Apartment/Flat,861,1,8,10.06,6,9.07,56,6100000.0
Raja Park,Penthouse,3275,4,0,2.48,8,3.63,75,37760000.0
Tonk Road,Apartment/Flat,2113,3,14,2.63,5,8.08,71,15720000.0
C-Scheme,Residential Plot,1840,0,17,6.93,3,12.97,75,25820000.0
Shyam Nagar,Penthouse,3253,5,0,8.27,7,4.86,92,31330000.0
C-Scheme,Residential Plot,4470,0,7,6.07,1,7.5,71,69100000.0
Mansarovar,Apartment/Flat,736,2,4,5.47,4,4.51,89,6150000.0
Tonk Road,Independent Villa,2050,3,12,3.77,5,8.5,96,15570000.0
C-Scheme,Builder Floor,2053,1,19,5.51,4,4.15,88,33910000.0
Mansarovar,Builder Floor,775,2,8,11.63,7,6.81,89,6260000.0
Raja Park,Independent Villa,2290,4,10,5.16,8,6.18,72,28470000.0
Mansarovar,Apartment/Flat,1420,3,5,4.9,4,5.54,75,10490000.0
Shyam Nagar,Apartment/Flat,1573,2,7,5.62,7,4.43,74,14920000.0
Civil Lines,Independent Villa,3827,3,14,2.38,9,4.03,56,47400000.0
Pratap Nagar,Builder Floor,1799,1,12,10.58,7,7.48,78,8750000.0
Kalwar Road,Penthouse,5338,4,10,0.4,9,9.47,71,23900000.0
Sitapura,Penthouse,5456,5,4,10.61,8,4.25,41,22710000.0
Jagatpura,Residential Plot,2141,0,18,1.05,2,7.53,99,10510000.0
Bapu Nagar,Residential Plot,1994,0,4,2.3,1,11.5,59,23590000.0
C-Scheme,Residential Plot,4166,0,1,4.16,1,14.37,59,65330000.0
Bapu Nagar,Apartment/Flat,2051,1,18,6.42,5,7.34,56,25390000.0
Malviya Nagar,Residential Plot,1615,0,16,4.31,3,11.98,62,15860000.0
Raja Park,Apartment/Flat,2285,3,17,2.8,3,4.71,66,24450000.0
Ajmer Road,Penthouse,3644,5,18,6.49,8,7.04,73,22590000.0
Ajmer Road,Residential Plot,2428,0,8,4.79,1,13.24,99,11380000.0
Pratap Nagar,Builder Floor,1721,3,6,0.19,3,7.56,38,10380000.0
Raja Park,Builder Floor,1609,1,11,6.15,4,4.19,50,17470000.0
Raja Park,Penthouse,3124,5,11,8.42,10,8.02,79,40360000.0
Ajmer Road,Apartment/Flat,970,3,10,11.58,7,6.14,99,6460000.0
C-Scheme,Penthouse,5624,5,6,6.8,9,5.71,71,82780000.0
Shyam Nagar,Apartment/Flat,2022,2,10,11.94,3,4.3,83,16120000.0
Bapu Nagar,Builder Floor,1545,1,17,0.26,6,7.6,73,19860000.0
Kalwar Road,Independent Villa,3252,3,1,4.65,8,5.78,63,15500000.0
Malviya Nagar,Builder Floor,1736,2,5,9.59,7,3.94,61,17720000.0
Malviya Nagar,Penthouse,3406,4,15,6.44,10,5.24,43,38100000.0
Tonk Road,Apartment/Flat,1650,1,17,5.01,6,5.35,60,11360000.0
Vaishali Nagar,Apartment/Flat,1310,2,8,10.73,6,7.1,45,10580000.0
Kalwar Road,Residential Plot,4174,0,0,3.97,1,14.29,57,15470000.0
Shyam Nagar,Independent Villa,3898,3,18,4.34,9,6.43,58,30600000.0
Mansarovar,Independent Villa,2553,4,13,4.94,6,3.96,76,19940000.0
Malviya Nagar,Apartment/Flat,1629,2,5,1.88,4,8.54,58,17550000.0
Kalwar Road,Residential Plot,2617,0,0,10.08,3,12.97,80,10250000.0
Bapu Nagar,Residential Plot,2380,0,16,7.74,3,10.42,85,26330000.0
Pratap Nagar,Independent Villa,2374,3,15,7.21,8,8.92,42,11750000.0
Raja Park,Builder Floor,1086,2,3,9.19,5,4.01,96,13350000.0
Kalwar Road,Apartment/Flat,1591,1,3,11.82,3,7.46,46,5640000.0
Mansarovar,Apartment/Flat,2215,3,4,2.43,4,9.47,47,16940000.0
Bapu Nagar,Penthouse,3089,4,5,9.51,9,9.2,90,41470000.0
Jagatpura,Penthouse,3463,5,10,11.44,10,9.22,60,21100000.0
Bapu Nagar,Apartment/Flat,913,1,3,10.03,4,6.3,52,10250000.0
Bapu Nagar,Independent Villa,2274,4,1,5.9,7,4.46,74,29650000.0
Raja Park,Residential Plot,2432,0,13,6.81,2,13.94,77,23930000.0
C-Scheme,Apartment/Flat,921,3,6,2.34,8,6.82,96,15110000.0
Sitapura,Builder Floor,2226,3,1,5.17,8,7.22,75,10930000.0
Bapu Nagar,Independent Villa,2404,3,4,4.58,7,6.04,93,32650000.0
Vaishali Nagar,Builder Floor,2076,3,12,3.41,4,9.27,98,17670000.0
Tonk Road,Apartment/Flat,1359,3,3,11.53,3,3.58,77,9010000.0
Jagatpura,Independent Villa,4439,4,14,6.72,6,4.36,39,25260000.0
Shyam Nagar,Residential Plot,1682,0,13,11.0,2,11.64,61,12550000.0
Vaishali Nagar,Penthouse,3226,4,15,10.85,8,8.57,42,28320000.0
Sitapura,Residential Plot,3640,0,8,9.52,1,10.09,49,11970000.0
Civil Lines,Penthouse,4440,4,17,1.11,9,9.15,65,59120000.0
Mansarovar,Independent Villa,3855,5,7,2.6,6,3.72,52,31370000.0
Pratap Nagar,Residential Plot,2438,0,19,5.04,3,13.22,85,10640000.0
Pratap Nagar,Apartment/Flat,970,3,11,4.06,6,8.71,99,6270000.0
Kalwar Road,Residential Plot,4170,0,17,0.8,1,10.32,70,13520000.0
Raja Park,Independent Villa,4759,3,19,10.58,9,5.01,99,50390000.0
Bapu Nagar,Apartment/Flat,1925,3,17,1.01,3,7.56,97,22310000.0
Pratap Nagar,Apartment/Flat,1017,2,2,6.63,4,3.9,36,6050000.0
Vaishali Nagar,Residential Plot,1404,0,0,4.15,2,12.45,40,12620000.0
Shyam Nagar,Independent Villa,1887,3,3,0.26,7,4.37,54,19070000.0
Vaishali Nagar,Penthouse,3853,4,13,0.33,10,7.88,35,34340000.0
Kalwar Road,Residential Plot,2802,0,1,10.41,2,7.83,86,8920000.0
Bapu Nagar,Builder Floor,925,2,4,9.1,3,5.28,67,11320000.0
Sitapura,Apartment/Flat,795,1,13,3.07,6,8.29,38,3550000.0
C-Scheme,Apartment/Flat,2348,2,4,5.04,7,8.71,76,38320000.0
Jagatpura,Residential Plot,2825,0,18,0.54,1,6.6,74,14300000.0
Pratap Nagar,Penthouse,5216,5,15,1.23,8,6.5,63,29800000.0
Bapu Nagar,Apartment/Flat,1727,1,11,5.76,8,5.59,59,22030000.0
Mansarovar,Builder Floor,2359,2,5,9.19,4,8.49,81,18580000.0
Pratap Nagar,Builder Floor,2283,3,7,0.75,8,5.91,36,13170000.0
Malviya Nagar,Residential Plot,1478,0,12,3.42,1,7.65,71,13630000.0
C-Scheme,Residential Plot,3090,0,12,4.47,3,9.24,87,45910000.0
Ajmer Road,Residential Plot,2583,0,0,3.47,3,10.73,53,14110000.0
Sitapura,Builder Floor,1096,3,0,8.57,4,6.94,86,5590000.0
C-Scheme,Residential Plot,3848,0,10,9.42,2,11.72,62,56970000.0
Vaishali Nagar,Independent Villa,3857,3,2,3.96,7,5.43,78,34480000.0
Mansarovar,Independent Villa,2011,5,7,7.97,9,7.59,42,19180000.0
Ajmer Road,Builder Floor,1878,1,14,7.6,3,7.68,59,10230000.0
Ajmer Road,Independent Villa,1737,3,0,2.88,7,7.57,95,12850000.0
Raja Park,Residential Plot,1847,0,9,1.24,1,8.76,66,20680000.0
Vaishali Nagar,Builder Floor,1621,1,3,1.72,3,5.72,88,13670000.0
Raja Park,Penthouse,5570,4,15,11.51,7,8.15,64,59650000.0
C-Scheme,Apartment/Flat,613,2,18,10.76,7,7.98,51,9340000.0
Sitapura,Residential Plot,4217,0,13,10.33,2,10.25,44,13320000.0
Raja Park,Builder Floor,731,1,9,1.93,3,7.95,36,7960000.0
Raja Park,Apartment/Flat,1170,3,12,9.17,6,4.59,63,12990000.0
Kalwar Road,Penthouse,5306,4,19,7.63,10,7.54,62,23280000.0
Kalwar Road,Independent Villa,2283,5,5,6.21,5,5.58,64,11420000.0
Malviya Nagar,Apartment/Flat,1648,3,13,2.19,4,6.05,48,16580000.0
Tonk Road,Residential Plot,4190,0,14,7.99,2,10.91,97,28640000.0
Civil Lines,Builder Floor,827,1,8,3.28,5,4.8,76,11280000.0
Kalwar Road,Residential Plot,1610,0,15,1.8,2,9.46,58,4850000.0
Bapu Nagar,Apartment/Flat,1493,2,17,1.58,4,8.49,78,19200000.0
Shyam Nagar,Penthouse,5523,5,9,4.48,10,5.02,73,47720000.0
Raja Park,Residential Plot,2431,0,15,3.3,2,9.22,83,25790000.0
Bapu Nagar,Builder Floor,2060,3,16,10.0,5,6.35,72,26370000.0
Malviya Nagar,Apartment/Flat,1969,3,7,8.3,5,4.01,93,20280000.0
C-Scheme,Independent Villa,2607,3,0,10.83,6,4.83,53,45420000.0
Pratap Nagar,Penthouse,5102,5,11,9.32,8,6.22,87,27540000.0
C-Scheme,Residential Plot,1265,0,11,3.71,1,14.06,47,18820000.0
Jagatpura,Residential Plot,1868,0,5,6.29,1,9.52,59,9080000.0
Civil Lines,Residential Plot,972,0,13,7.54,3,11.17,56,11970000.0
Shyam Nagar,Builder Floor,1628,3,0,6.76,4,6.64,37,15240000.0
Jagatpura,Builder Floor,1621,1,8,9.97,8,4.3,39,8920000.0
C-Scheme,Residential Plot,2584,0,15,8.98,2,11.46,39,39920000.0
Raja Park,Residential Plot,2929,0,12,1.04,2,7.92,83,32120000.0
Mansarovar,Independent Villa,2173,4,19,1.61,9,6.29,80,18480000.0
Sitapura,Builder Floor,1597,1,0,0.28,3,8.09,59,6680000.0
Malviya Nagar,Apartment/Flat,745,1,12,5.13,8,8.03,46,8670000.0
Pratap Nagar,Penthouse,4184,5,13,10.93,8,7.67,54,23220000.0
Jagatpura,Builder Floor,1265,3,4,4.84,6,4.65,82,9330000.0
Malviya Nagar,Apartment/Flat,926,2,3,5.28,8,4.83,87,11920000.0
Mansarovar,Residential Plot,2647,0,8,6.52,3,13.06,54,19110000.0
Shyam Nagar,Builder Floor,1376,2,11,0.25,3,7.73,95,12720000.0
Pratap Nagar,Penthouse,5458,5,0,1.69,7,9.67,83,30280000.0
Bapu Nagar,Apartment/Flat,1304,2,13,2.76,6,4.78,39,16210000.0
Civil Lines,Independent Villa,2993,5,18,10.78,9,9.61,88,39620000.0
Jagatpura,Residential Plot,3689,0,11,5.38,2,12.53,67,19790000.0
Mansarovar,Apartment/Flat,1973,2,18,5.27,5,7.37,40,13110000.0
Ajmer Road,Residential Plot,1964,0,11,6.38,2,7.59,79,10120000.0
Vaishali Nagar,Builder Floor,1484,3,2,1.14,8,4.88,97,15620000.0
Sitapura,Apartment/Flat,1732,3,12,6.4,7,4.93,81,7310000.0
Raja Park,Residential Plot,4213,0,0,7.31,3,12.03,72,48600000.0
Pratap Nagar,Residential Plot,3210,0,10,4.8,1,7.15,80,14930000.0
Bapu Nagar,Independent Villa,1767,5,8,10.65,5,5.14,88,22330000.0
Sitapura,Builder Floor,1849,2,18,2.21,6,5.31,66,7040000.0
Pratap Nagar,Builder Floor,822,2,0,8.41,7,6.22,85,5210000.0
Bapu Nagar,Independent Villa,1871,4,17,8.25,9,6.48,69,23720000.0
Tonk Road,Penthouse,5954,5,3,1.68,10,7.61,98,45200000.0
Mansarovar,Builder Floor,1807,3,12,9.99,3,7.37,72,13650000.0
C-Scheme,Independent Villa,1690,4,15,3.24,7,5.92,91,26470000.0
C-Scheme,Independent Villa,2159,3,15,11.1,8,7.93,42,35530000.0
Kalwar Road,Penthouse,5986,4,6,1.73,9,7.85,46,27660000.0
Pratap Nagar,Independent Villa,2008,4,5,9.75,9,8.99,59,12520000.0
Civil Lines,Penthouse,3475,4,7,9.36,9,4.57,88,46380000.0
Tonk Road,Penthouse,3112,5,7,6.35,10,3.75,87,24680000.0
Vaishali Nagar,Penthouse,5910,5,14,11.19,7,8.85,78,50220000.0
Sitapura,Independent Villa,3870,5,18,8.91,6,4.97,63,16060000.0
Ajmer Road,Builder Floor,723,3,14,10.06,8,5.18,58,4670000.0
Bapu Nagar,Residential Plot,3268,0,19,0.47,1,9.62,73,37480000.0
Jagatpura,Independent Villa,4320,3,10,11.84,9,6.19,44,26240000.0
Sitapura,Penthouse,3666,4,5,9.13,10,6.89,56,16270000.0
Malviya Nagar,Apartment/Flat,2164,1,8,6.79,8,5.61,50,21030000.0
Jagatpura,Apartment/Flat,1816,1,3,1.76,7,6.12,82,11570000.0
Jagatpura,Apartment/Flat,1724,2,12,3.11,6,6.13,67,11010000.0
Ajmer Road,Builder Floor,1676,3,14,9.7,8,9.63,71,9960000.0
Ajmer Road,Residential Plot,3740,0,18,8.71,3,12.0,45,20140000.0
Tonk Road,Builder Floor,646,2,10,2.09,8,4.14,86,6370000.0
C-Scheme,Builder Floor,989,2,17,3.27,8,8.99,60,16370000.0
Raja Park,Penthouse,5397,4,13,2.62,8,8.65,87,56440000.0
Malviya Nagar,Residential Plot,2719,0,15,7.74,3,9.79,38,26830000.0
C-Scheme,Penthouse,4110,4,5,7.96,10,5.69,46,66380000.0
Tonk Road,Residential Plot,4323,0,11,4.36,1,8.14,54,28540000.0
C-Scheme,Penthouse,4427,4,5,4.11,8,7.12,92,69470000.0
Vaishali Nagar,Apartment/Flat,1605,2,4,5.22,5,9.11,94,12900000.0
Raja Park,Apartment/Flat,1878,2,6,10.87,5,8.31,43,22010000.0
Ajmer Road,Penthouse,4081,5,18,6.31,7,4.42,70,24300000.0
Malviya Nagar,Builder Floor,742,2,3,0.49,6,8.38,49,9220000.0
Pratap Nagar,Residential Plot,1030,0,18,5.64,1,7.65,60,2850000.0
Ajmer Road,Apartment/Flat,981,1,4,10.84,7,6.02,97,5970000.0
Civil Lines,Penthouse,3766,5,14,8.33,10,5.14,71,52480000.0
Pratap Nagar,Independent Villa,1696,3,5,5.77,5,4.72,58,10390000.0
Ajmer Road,Apartment/Flat,1896,1,19,3.62,5,8.44,46,10500000.0
Tonk Road,Builder Floor,2046,2,19,5.14,8,6.21,73,15830000.0
Raja Park,Residential Plot,1793,0,0,4.2,3,9.78,60,20300000.0
Kalwar Road,Independent Villa,2350,3,18,11.18,7,5.53,63,9120000.0
Ajmer Road,Independent Villa,2701,5,8,2.48,6,7.34,74,15970000.0
Vaishali Nagar,Independent Villa,1915,4,17,4.46,9,8.02,93,18110000.0
Malviya Nagar,Residential Plot,3505,0,4,9.48,2,12.69,64,32090000.0
Ajmer Road,Builder Floor,1293,3,4,3.86,5,6.13,67,8580000.0
Sitapura,Independent Villa,3758,5,12,3.09,6,6.57,85,15520000.0
Civil Lines,Builder Floor,2008,2,0,4.84,4,4.62,80,27000000.0
Pratap Nagar,Independent Villa,2103,3,19,8.21,8,8.21,79,11050000.0
Civil Lines,Residential Plot,3451,0,17,8.71,1,7.36,36,40180000.0
Bapu Nagar,Penthouse,4589,5,8,8.88,8,4.34,99,59270000.0
Shyam Nagar,Residential Plot,2606,0,4,7.35,1,8.61,37,21850000.0
Mansarovar,Residential Plot,901,0,8,1.75,3,10.29,82,6380000.0
Jagatpura,Apartment/Flat,2178,3,1,7.32,3,8.32,70,12660000.0
Ajmer Road,Residential Plot,3451,0,1,9.36,1,11.22,82,17170000.0
Vaishali Nagar,Penthouse,3922,5,7,11.78,8,4.24,41,36340000.0
Civil Lines,Residential Plot,2629,0,17,7.34,1,10.54,57,31230000.0
Malviya Nagar,Residential Plot,949,0,18,5.21,2,14.03,42,8730000.0
Civil Lines,Penthouse,4607,5,6,8.05,7,8.2,39,61820000.0
Ajmer Road,Residential Plot,3723,0,17,11.49,3,14.04,49,18520000.0
Shyam Nagar,Independent Villa,2292,3,2,10.84,8,7.93,95,23360000.0
Ajmer Road,Builder Floor,700,1,15,0.27,6,6.11,86,4350000.0
Bapu Nagar,Apartment/Flat,1704,2,4,7.75,6,9.38,42,19550000.0
Tonk Road,Builder Floor,2130,2,18,1.04,5,7.48,84,14510000.0
Raja Park,Apartment/Flat,1922,3,19,3.72,3,9.74,48,20230000.0
